1000000, 523671
2000000, 550257
3000000, 559701
4000000, 563883
5000000, 564739
6000000, 564256
7000000, 564300
8000000, 565376
9000000, 566112
10000000, 566832
11000000, 567500
12000000, 568119
13000000, 568652
14000000, 569175
15000000, 569399
16000000, 569868
17000000, 570272
18000000, 570531
19000000, 570838
20000000, 571127
21000000, 571332
22000000, 571569
23000000, 571751
24000000, 571965
25000000, 572138
26000000, 572313
27000000, 572452
28000000, 572559
29000000, 572684
30000000, 572784
31000000, 572907
32000000, 573244
33000000, 573588
34000000, 571965
35000000, 572394
36000000, 572918
37000000, 570246
38000000, 572805
39000000, 573151
40000000, 573449
