1000000, 697540
2000000, 709534
3000000, 713721
4000000, 716059
5000000, 710601
6000000, 712601
7000000, 714034
8000000, 715209
9000000, 716056
10000000, 716618
11000000, 716683
12000000, 717090
13000000, 717305
14000000, 717553
15000000, 717789
16000000, 717968
17000000, 718147
18000000, 718302
19000000, 718422
20000000, 718551
21000000, 718662
22000000, 718747
23000000, 718827
24000000, 718876
25000000, 718920
26000000, 718977
27000000, 718993
28000000, 719015
29000000, 719057
30000000, 719068
31000000, 719089
32000000, 719100
33000000, 719105
34000000, 719131
35000000, 719143
36000000, 719144
37000000, 719133
38000000, 719132
39000000, 719134
40000000, 719122
41000000, 719110
42000000, 719100
43000000, 719097
44000000, 719099
45000000, 719079
46000000, 719053
47000000, 718902
48000000, 718690
49000000, 717755
50000000, 718118
