1000000, 567953
2000000, 582633
3000000, 587774
4000000, 589696
5000000, 590746
6000000, 591180
7000000, 591750
8000000, 592111
9000000, 592244
10000000, 592327
11000000, 592443
12000000, 592599
13000000, 592531
14000000, 592512
15000000, 592521
16000000, 592417
17000000, 592334
18000000, 592270
19000000, 592258
20000000, 592155
21000000, 592099
22000000, 592058
23000000, 592033
24000000, 592015
25000000, 591928
26000000, 591892
27000000, 591870
28000000, 591849
29000000, 591815
30000000, 591742
31000000, 591714
32000000, 591661
33000000, 591642
34000000, 591601
35000000, 591568
36000000, 591837
37000000, 591765
38000000, 593063
39000000, 592769
40000000, 593794
41000000, 594796
