1000000, 574569
2000000, 588553
3000000, 593755
4000000, 595690
5000000, 597043
6000000, 597703
7000000, 598043
8000000, 598286
9000000, 598573
10000000, 598699
11000000, 598754
12000000, 598950
13000000, 598996
14000000, 599073
15000000, 599022
16000000, 598961
17000000, 598889
18000000, 598799
19000000, 598766
20000000, 598712
21000000, 598727
22000000, 598705
23000000, 598624
24000000, 598605
25000000, 598508
26000000, 598481
27000000, 598393
28000000, 598328
29000000, 598311
30000000, 598310
31000000, 598278
32000000, 598228
33000000, 598198
34000000, 598141
35000000, 598070
36000000, 598015
37000000, 598568
38000000, 599022
39000000, 598627
40000000, 599847
41000000, 600805
