1000000, 672780
2000000, 685938
3000000, 690408
4000000, 692638
5000000, 694490
6000000, 698972
7000000, 702320
8000000, 704937
9000000, 706831
10000000, 706519
11000000, 704001
12000000, 704282
13000000, 704482
14000000, 704637
15000000, 704817
16000000, 704952
17000000, 705083
18000000, 705208
19000000, 705288
20000000, 705359
21000000, 705413
22000000, 705474
23000000, 705521
24000000, 705553
25000000, 705599
26000000, 705639
27000000, 705649
28000000, 705656
29000000, 705685
30000000, 705704
31000000, 705719
32000000, 705707
33000000, 705717
34000000, 705712
35000000, 705722
36000000, 705730
37000000, 705730
38000000, 705717
39000000, 705718
40000000, 705721
41000000, 705704
42000000, 705694
43000000, 705679
44000000, 705659
45000000, 705639
46000000, 705685
47000000, 705813
48000000, 706529
49000000, 705831
