1000000, 663625
2000000, 681523
3000000, 687710
4000000, 690305
5000000, 691751
6000000, 690745
7000000, 690617
8000000, 691479
9000000, 692946
10000000, 694145
11000000, 694572
12000000, 694739
13000000, 695907
14000000, 696982
15000000, 697699
16000000, 697632
17000000, 697500
18000000, 697468
19000000, 697782
20000000, 697739
21000000, 697965
22000000, 697923
23000000, 697891
24000000, 697728
25000000, 697748
26000000, 697674
27000000, 697888
28000000, 698049
29000000, 698337
30000000, 697878
31000000, 697589
32000000, 697309
33000000, 697074
34000000, 696843
35000000, 696656
36000000, 696452
37000000, 696238
38000000, 696079
39000000, 696245
40000000, 696075
41000000, 695983
42000000, 695732
43000000, 695470
44000000, 695343
45000000, 695271
46000000, 694914
47000000, 695383
48000000, 694600
