1000000, 558198
2000000, 566993
3000000, 569256
4000000, 570448
5000000, 571285
6000000, 571588
7000000, 571942
8000000, 572028
9000000, 572087
10000000, 571938
11000000, 571902
12000000, 571961
13000000, 571869
14000000, 571797
15000000, 571719
16000000, 571665
17000000, 571559
18000000, 571462
19000000, 571397
20000000, 571330
21000000, 571265
22000000, 571136
23000000, 571129
24000000, 571041
25000000, 570965
26000000, 570918
27000000, 570825
28000000, 570786
29000000, 570708
30000000, 570678
31000000, 570596
32000000, 570571
33000000, 570511
34000000, 570468
35000000, 570421
36000000, 571351
37000000, 572973
38000000, 573329
39000000, 574820
40000000, 576150
