1000000, 695735
2000000, 704924
3000000, 709837
4000000, 713970
5000000, 715508
6000000, 716778
7000000, 717728
8000000, 718378
9000000, 718889
10000000, 719316
11000000, 719680
12000000, 719979
13000000, 720168
14000000, 720348
15000000, 720510
16000000, 720336
17000000, 720290
18000000, 719984
19000000, 720005
20000000, 720344
21000000, 720796
22000000, 720793
23000000, 720928
24000000, 721308
25000000, 721621
26000000, 721764
27000000, 721902
28000000, 721993
29000000, 722082
30000000, 722130
31000000, 721816
32000000, 721674
33000000, 721428
34000000, 721294
35000000, 721194
36000000, 721178
37000000, 720938
38000000, 720847
39000000, 721018
40000000, 720715
41000000, 720840
42000000, 721156
43000000, 721319
44000000, 721484
45000000, 721146
46000000, 720633
47000000, 721079
48000000, 719826
49000000, 720268
50000000, 720680
