1000000, 693212
2000000, 707921
3000000, 710203
4000000, 712587
5000000, 712970
6000000, 714377
7000000, 715291
8000000, 715924
9000000, 715130
10000000, 711007
11000000, 711837
12000000, 712528
13000000, 713156
14000000, 713826
15000000, 714351
16000000, 714807
17000000, 715172
18000000, 715518
19000000, 715751
20000000, 716061
21000000, 716333
22000000, 716415
23000000, 716737
24000000, 716900
25000000, 717004
26000000, 717131
27000000, 717219
28000000, 717394
29000000, 717571
30000000, 717685
31000000, 717855
32000000, 717965
33000000, 718068
34000000, 718169
35000000, 718213
36000000, 718272
37000000, 718367
38000000, 718528
39000000, 718631
40000000, 718692
41000000, 718748
42000000, 718859
43000000, 718910
44000000, 718978
45000000, 718790
46000000, 718565
47000000, 717402
48000000, 717989
49000000, 718534
50000000, 715625
