1000000, 574245
2000000, 591015
3000000, 596779
4000000, 599259
5000000, 600522
6000000, 601339
7000000, 602001
8000000, 602344
9000000, 602550
10000000, 602673
11000000, 602682
12000000, 602789
13000000, 602725
14000000, 602679
15000000, 602639
16000000, 602580
17000000, 602578
18000000, 602573
19000000, 602546
20000000, 602502
21000000, 602495
22000000, 602504
23000000, 602486
24000000, 602423
25000000, 602359
26000000, 602286
27000000, 602219
28000000, 602185
29000000, 602157
30000000, 602077
31000000, 602020
32000000, 601981
33000000, 601950
34000000, 601885
35000000, 601854
36000000, 601792
37000000, 601686
38000000, 601312
39000000, 600512
40000000, 601651
41000000, 602401
42000000, 603027
