1000000, 504050
2000000, 529175
3000000, 538433
4000000, 543536
5000000, 546834
6000000, 548948
7000000, 550402
8000000, 551472
9000000, 552207
10000000, 552955
11000000, 553406
12000000, 553782
13000000, 554209
14000000, 554491
15000000, 554526
16000000, 554827
17000000, 555105
18000000, 555264
19000000, 555505
20000000, 555672
21000000, 555852
22000000, 555933
23000000, 556086
24000000, 556225
25000000, 556316
26000000, 556415
27000000, 556507
28000000, 556615
29000000, 556678
30000000, 556782
31000000, 557262
32000000, 557913
33000000, 557087
34000000, 558402
35000000, 559535
36000000, 557450
37000000, 560239
38000000, 561541
39000000, 562359
