1000000, 520197
2000000, 546817
3000000, 556162
4000000, 559914
5000000, 561905
6000000, 563202
7000000, 564043
8000000, 564688
9000000, 565047
10000000, 565442
11000000, 565661
12000000, 565842
13000000, 565948
14000000, 566078
15000000, 565970
16000000, 566129
17000000, 566335
18000000, 566409
19000000, 566560
20000000, 566671
21000000, 566728
22000000, 566825
23000000, 566878
24000000, 566962
25000000, 567020
26000000, 567095
27000000, 567122
28000000, 567175
29000000, 567209
30000000, 567273
31000000, 566750
32000000, 567323
33000000, 567519
34000000, 566002
35000000, 566246
36000000, 566780
37000000, 565110
38000000, 567089
39000000, 567725
