1000000, 577698
2000000, 597066
3000000, 602992
4000000, 606109
5000000, 607748
6000000, 608719
7000000, 609299
8000000, 609757
9000000, 610103
10000000, 610219
11000000, 610370
12000000, 610394
13000000, 610390
14000000, 610495
15000000, 610532
16000000, 610524
17000000, 610502
18000000, 610476
19000000, 610471
20000000, 610461
21000000, 610426
22000000, 610420
23000000, 610434
24000000, 610446
25000000, 610455
26000000, 610436
27000000, 610416
28000000, 610424
29000000, 610397
30000000, 610424
31000000, 610420
32000000, 610418
33000000, 610426
34000000, 610400
35000000, 610347
36000000, 610328
37000000, 610222
38000000, 610010
39000000, 609568
40000000, 608746
41000000, 609353
42000000, 609930
